City,Property Type,Average_Bed,Square Footage,Address,Zip code,Price,Average_Price,Country
Ottawa,private-room,1,1800,"116 Finn Court  - Ottawa , ON",K1V 6A6,,999,Canada
Ottawa,condo,1,655,"340 Queen Street  - Ottawa , ON",K1R 0C7,,2300,Canada
Ottawa,house,4,2250,"629 Southmore Drive West  - Ottawa , ON",K1V 7G1,,3200,Canada
Ottawa,private-room,3,900,"106 Donald Street  - Ottawa , ON",K1L 6P9,,1200,Canada
Ottawa,private-room,4,950,"770 Brookfield Road  - Ottawa , ON",K1V 8N5,,1125,Canada
Ottawa,condo,2,1250,"95 Bronson Avenue  - Ottawa , ON",K1R 0B2,,2700,Canada
Ottawa,house,2,1000,"282 Richelieu Avenue  - Ottawa , ON",K1L 7H4,,2700,Canada
Ottawa,condo,2,900,"199 Kent Street  - Ottawa , ON",K2P 2A4,,2850,Canada
Ottawa,apartment,2,1000,"10 Arthur Street  - Ottawa , ON",K1R 6P9,,1650,Canada
Ottawa,apartment,2,86,"376 Fullerton Avenue  - Ottawa , ON",K1K 1L8,,2150,Canada
Ottawa,condo,2,555,"1480 Riverside Drive  - Ottawa , ON",K1G 3P4,,3450,Canada
Ottawa,multi-unit,4,980,"280 Lévis Avenue  - Ottawa , ON",K1L 6H8,,3900,Canada
Ottawa,house,3,759,"3818 Albion Road South  - Ottawa , ON",K1T 1M8,,3550,Canada
Ottawa,private-room,3,1600,"1452 Normandy Crescent  - Ottawa , ON",K2C 1P4,,750,Canada
Ottawa,condo,2,900,"40 Landry Street  - Ottawa , ON",K1L 8B3,,2000,Canada
Ottawa,house,4,880,"Alpine Avenue  - Ottawa , ON",K2B 7V8,,4050,Canada
Ottawa,house,4,2000,"62 Willard Street  - Ottawa , ON",K1S 1T8,,3200,Canada
Ottawa,house,4,575,"Parkdale Avenue  - Ottawa , ON",K1Y 1E9,,5250,Canada
Ottawa,multi-unit,3,1100,"3050 Huntingdon Court  - Ottawa , ON",K1T 4A8,,2190,Canada
Ottawa,condo,2,740,"330 Titan Private  - Ottawa , ON",K2G 0B1,,2500,Canada
Ottawa,apartment,2,1000,"309 Cyr Avenue  - Ottawa , ON",K1L 6C9,,1600,Canada
Ottawa,house,3.5,660,"816 Chapman Boulevard  - Ottawa , ON",K1G 1R7,,3200,Canada
Ottawa,condo,1,285,"255 Bay Street  - Ottawa , ON",K1R 0C5,,2450,Canada
Ottawa,condo,1,2500,"1177 Bélanger Avenue  - Ottawa , ON",K1H 1A6,,1975,Canada
Ottawa,town-house,3,1100,"135 Dalhousie Street  - Ottawa , ON",K1N 7C2,,2675,Canada
Ottawa,condo,1,2200,"200 Rideau Street  - Ottawa , ON",K1N 5X8,,2250,Canada
Ottawa,condo,1,1100,"805 Carling Avenue  - Ottawa , ON",K2K 2A1,,2200,Canada
Ottawa,town-house,2,1153,"Wanaki Road  - Gloucester , ON",Postal code not found,,1400,Canada
Ottawa,condo,1.5,650,"45 Holland Avenue  - Ottawa , ON",K1Y 4S3,,1995,Canada
Ottawa,apartment,2,650,"100 Isabella Street  - Ottawa , ON",K1S 3N6,,2399,Canada
Ottawa,house,1,2600,"636 Rue O'Connor Street  - Ottawa , ON",Postal code not found,,3400,Canada
Ottawa,duplex,3,750,"2033 Cornish Street  - Ottawa , ON",K1G 2H5,,2550,Canada
Ottawa,apartment,2,1000,"86 Holland Avenue  - Ottawa , ON",K1Y 0Y1,,2900,Canada
Ottawa,house,3,850,"2303 Lawn Avenue  - Ottawa , ON",K2B 7C2,,2800,Canada
Ottawa,apartment,0.5,800,"164 Arthur Street  - Ottawa , ON",K1R 7B2,,1550,Canada
Ottawa,house,4,590,"360 Lévis Avenue  - Ottawa , ON",K1L 6H8,,2899,Canada
Ottawa,apartment,3,900,"Maitland Avenue  - Ottawa , ON",K2A 4G7,,2400,Canada
Ottawa,apartment,1,1600,"67 Marquette Avenue  - Ottawa , ON",K1L 5S2,,1650,Canada
Ottawa,apartment,2,500,"172 Russell Avenue  - Ottawa , ON",K1N 6V7,,2600,Canada
Ottawa,apartment,2,555,"9 Gilchrist Avenue  - Ottawa , ON",K1Y 0M1,,2950,Canada
Ottawa,house,4,300,"119 Riverdale Avenue  - Ottawa , ON",K1S 5H6,,3850,Canada
Ottawa,condo,2,700,"Winterfell Private  - Ottawa , ON",K1G 4K7,,2500,Canada
Ottawa,duplex,3,1600,"Alta Vista Drive  - Ottawa , ON",K1V 7T5,,2675,Canada
Ottawa,private-room,1,1260,"2415 Southvale Crescent  - Ottawa , ON",K1G 3P8,,1200,Canada
Ottawa,apartment,0,730,"190 Powell Avenue  - Ottawa , ON",K1S 1Z3,,1300,Canada
Ottawa,apartment,2,1600,"120 Saint Andrew Street  - Ottawa , ON",Postal code not found,,2050,Canada
Ottawa,apartment,1,2100,"394 Montréal Road  - Ottawa , ON",K1K 3A1,,1400,Canada
Ottawa,condo,1,4000,"560 Rideau Street  - Ottawa , ON",K1N 6A2,,2200,Canada
Ottawa,apartment,0.5,950,"318 Cooper Street  - Ottawa , ON",K2P 0G7,,1245,Canada
Ottawa,apartment,2,500,"247 Flora Street  - Ottawa , ON",K1R 5P2,,2050,Canada
Ottawa,basement,1,1200,"243 Granville Street  - Ottawa , ON",K1L 6B3,,1750,Canada
Ottawa,private-room,1,750,"325 Somerset Street East  - Ottawa , ON",K1N 6V9,,975,Canada
Ottawa,condo,2,625,"238 Besserer Street  - Ottawa , ON",K1N 7M7,,2900,Canada
Ottawa,house,3,406,"174 Bolton Street  - Ottawa , ON",K1N 5B3,,3000,Canada
Ottawa,house,3,670,"26 Clegg Street  - Ottawa , ON",K1S 1C4,,2600,Canada
Ottawa,condo,2,650,"179 George Street  - Ottawa , ON",K1N 1J8,,3200,Canada
Ottawa,condo,2,1780,"203 Catherine Street  - Ottawa , ON",K2P 2G8,,2700,Canada
Ottawa,house,3,1600,"25 Wolff Street  - Ottawa , ON",K1L 6P9,,2950,Canada
Ottawa,condo,1,1200,"200 Rideau Street  - Ottawa , ON",K1N 5X8,,2195,Canada
Ottawa,apartment,3,800,"387 Saint Denis Street  - Ottawa , ON",Postal code not found,,2750,Canada
Ottawa,town-house,3,1050,"26 Pondside Private  - Ottawa , ON",K1K 2N0,,2800,Canada
Ottawa,multi-unit,1,800,"36 Gwynne Avenue  - Ottawa , ON",K1Y 4X2,,2000,Canada
Ottawa,apartment,0,2400,"1 Flora Street  - Ottawa , ON",K1R 5P2,,2100,Canada
Ottawa,apartment,2,1200,"334 Nepean Street  - Ottawa , ON",K2P 0B4,,2400,Canada
Ottawa,apartment,3,1209,"325 Somerset Street East  - Ottawa , ON",K1N 6V9,,2400,Canada
Ottawa,house,3,1209,"3 Calvert Street  - Ottawa , ON",K2G 2Y7,,3449,Canada
Ottawa,condo,2,1074,"805 Carling Avenue  - Ottawa , ON",K2K 2A1,,2800,Canada
Ottawa,house,3,630,"101 Belmont Avenue  - Ottawa , ON",K1S 1T8,,5900,Canada
Ottawa,apartment,3,682,"296 Bay Street  - Ottawa , ON",K1R 5J9,,2700,Canada
Ottawa,condo,2,3300,"1020 Redtail Private  - Gloucester , ON",K1K 1C9,,1900,Canada
Ottawa,apartment,3,200,"1751 Heron Road  - Ottawa , ON",K1H 6P8,,2385,Canada
Ottawa,apartment,3,600,"378 Saint Denis Street  - Ottawa , ON",Postal code not found,,2850,Canada
Ottawa,condo,1,1350,"101 Queen Street  - Ottawa , ON",K1P 1A4,,1300,Canada
Ottawa,apartment,2,600,"Jolliet Avenue  - Ottawa , ON",K1L 5S2,,2725,Canada
Ottawa,condo,2,1275,"199 Slater Street  - Ottawa , ON",K1P 0C8,,3550,Canada
Ottawa,studio,0,520,"550 Rue Wilbrod Street  - Ottawa , ON",K1N 9M3,,1700,Canada
Ottawa,house,4,750,"317 Summit Avenue  - Ottawa , ON",K1H 5M9,,4000,Canada
Ottawa,apartment,0,1000,"1751 Heron Road  - Ottawa , ON",K1H 6P8,,2385,Canada
Ottawa,house,4,1100,"41 Cedar Road  - Ottawa , ON",K1J 6N3,,4900,Canada
Ottawa,condo,1,560,"360 McLeod Street  - Ottawa , ON",K2P 1A4,,2400,Canada
Ottawa,apartment,2,700,"838 Kirkwood Avenue  - Ottawa , ON",K1Z 7L8,,1650,Canada
Ottawa,house,3,658,"2417 Howland Avenue  - Ottawa , ON",K1G 1C7,,3200,Canada
Ottawa,apartment,1,623,"373 Echo Drive  - Ottawa , ON",K1S 1N3,,1950,Canada
Ottawa,condo,1.5,656,"805 Carling Avenue  - Ottawa , ON",K2K 2A1,,2400,Canada
Ottawa,apartment,2,650,"1494 Lepage Avenue  - Ottawa , ON",K1Z 8M7,,1639,Canada
Ottawa,basement,3,1250,"1452 Normandy Crescent  - Ottawa , ON",K2C 1P4,,2300,Canada
Ottawa,apartment,1,900,"234 Rideau Street  - Ottawa , ON",K1N 0A9,,2150,Canada
Ottawa,house,4,150,"579 Duff Crescent  - Ottawa , ON",K1J 6H2,,2100,Canada
Ottawa,condo,1,1200,"560 Rideau Street  - Ottawa , ON",K1N 6A2,,2200,Canada
Ottawa,condo,1,625,"179 George Street  - Ottawa , ON",K1N 1J8,,1900,Canada
Ottawa,multi-unit,2,725,"556 Churchill Avenue North  - Ottawa , ON",K1Z 5K9,,2350,Canada
Ottawa,condo,1,1100,"255 Bay Street  - Ottawa , ON",K1R 0C5,,2450,Canada
Ottawa,apartment,1,1600,"421 Nelson Street  - Ottawa , ON",K1N 6S3,,1700,Canada
Ottawa,apartment,2,120,"348 Shakespeare Street  - Ottawa , ON",K1L 6B3,,1795,Canada
Ottawa,condo,1,850,"111 Champagne Avenue South  - Ottawa , ON",K1S 4P1,,2575,Canada
Ottawa,condo,2,600,"238 Besserer Street  - Ottawa , ON",K1N 7M7,,2700,Canada
Ottawa,apartment,1,600,"371 MacKay Street  - Ottawa , ON",K1M 1M2,,1800,Canada
Ottawa,basement,1.5,1100,"411 Leighton Terrace  - Ottawa , ON",K1Z 6V7,,2200,Canada
Ottawa,apartment,3,969,"Columbus Avenue  - Ottawa , ON",K1K 4E6,,3600,Canada
Ottawa,town-house,2,2900,"407 MacKay Street  - Ottawa , ON",K1M 1M2,,3100,Canada
Ottawa,private-room,4,600,"144 Osgoode Street  - Ottawa , ON",K1N 8A4,,717,Canada
Ottawa,private-room,2,900,"144 Osgoode Street  - Ottawa , ON",K1N 8A4,,718,Canada
Ottawa,apartment,2,2600,"329 Rue Wilbrod Street  - Ottawa , ON",K1N 6M3,,2400,Canada
Ottawa,town-house,3,750,"665 Hochelaga Street  - Ottawa , ON",K1K 4E5,,2350,Canada
Ottawa,basement,1,550,"1319 Avenue P  - Ottawa , ON",K1K 4H4,,1700,Canada
Ottawa,house,3,700,"Sherman Drive  - Ottawa , ON",K2C 2J2,,3200,Canada
Ottawa,apartment,3,450,"371 Nelson St  - Ottawa , ON",K1N 6P2,,2400,Canada
Ottawa,apartment,1.5,450,"355 Nelson Street  - Ottawa , ON",K1N 6P2,,2100,Canada
Ottawa,apartment,1,1000,"58 Somerset Street West  - Ottawa , ON",K2P 0H3,,1475,Canada
Ottawa,condo,1,1600,"11 Des Oblats Avenue  - Ottawa , ON",K1S 5P4,,2200,Canada
Ottawa,apartment,2,2700,"Marier Avenue  - Ottawa , ON",K1L 6C4,,2500,Canada
Ottawa,condo,1,750,"200 Besserer Street  - Ottawa , ON",K1N 7M7,,1800,Canada
Ottawa,apartment,4,2200,"453 Mutual Street  - Ottawa , ON",K1K 1G5,,2550,Canada
Ottawa,condo,2,910,"200 Rideau Street  - Ottawa , ON",K1N 5X8,,2600,Canada
Ottawa,apartment,1,1150,"304 Lanark Avenue  - Ottawa , ON",K1Z 1G4,,1900,Canada
Ottawa,apartment,2.5,2500,"1251 Maitland Avenue  - Ottawa , ON",K2C 4E2,,2295,Canada
Ottawa,house,3.5,1750,"3868 Crowsnest Avenue  - Ottawa , ON",K1V 1V5,,2900,Canada
Ottawa,private-room,1,700,"Alta Vista Drive  - Ottawa , ON",K1V 7T5,,1350,Canada
Ottawa,duplex,3,2000,"964 Bakervale Drive  - Ottawa , ON",K1Z 7W8,,2250,Canada
Ottawa,house,3,1300,"51 Hamilton Avenue North  - Ottawa , ON",K1Y 2Z5,,3900,Canada
Ottawa,town-house,4,2400,"255 Garneau Street  - Ottawa , ON",K1L 5S2,,3850,Canada
Ottawa,condo,1,1350,"340 Queen Street  - Ottawa , ON",K1R 0C7,,2300,Canada
Ottawa,house,4,701,"270 Avro Circle  - Gloucester , ON",Postal code not found,,3700,Canada
Ottawa,private-room,5,1600,"66 Woodfield Drive  - Nepean , ON",K2G 0A2,,830,Canada
Ottawa,house,3,2200,"448 Roger Road  - Ottawa , ON",K1H 1A2,,3500,Canada
Ottawa,condo,2,1000,"324 Laurier Avenue West  - Ottawa , ON",K1P 0A4,,2850,Canada
Ottawa,apartment,2,1100,"Athlone Avenue  - Ottawa , ON",K1Z 5K9,,2400,Canada
Ottawa,house,1,1800,"636 Rue O'Connor Street  - Ottawa , ON",Postal code not found,,3400,Canada
Ottawa,multi-unit,3,1112,"713 Tweedsmuir Avenue  - Ottawa , ON",K1Z 8R9,,3200,Canada
Ottawa,apartment,2.5,1200,"Columbus Avenue  - Ottawa , ON",K1K 4E6,,2950,Canada
Ottawa,apartment,2,790,"2 Empress Avenue  - Ottawa , ON",K1R 7G2,,2300,Canada
Ottawa,apartment,2,670,"505 Saint Laurent Boulevard  - Ottawa , ON",Postal code not found,,2500,Canada
Ottawa,private-room,5,1500,"177 Hopewell Avenue  - Ottawa , ON",K1S 5R2,,950,Canada
Ottawa,duplex,2,650,"709 Carson's Road  - Ottawa , ON",K1K 4R3,,1695,Canada
Ottawa,condo,1,1600,"340 Queen Street  - Ottawa , ON",K1R 0C7,,2300,Canada
Ottawa,apartment,2,1100,"Saint Laurent Boulevard  - Ottawa , ON",Postal code not found,,1500,Canada
Ottawa,apartment,2,705,"82 First Avenue  - Ottawa , ON",K1S 2G1,,2295,Canada
Ottawa,apartment,2,592,"118 Lower Charlotte Street  - Ottawa , ON",K1N 8Z7,,2699,Canada
Ottawa,apartment,1,1200,"327 Catherine Street  - Ottawa , ON",K1R 5T3,,2100,Canada
Ottawa,town-house,3.5,900,"5 Santa Cruz Private  - Ottawa , ON",K1G 3Z6,,2650,Canada
Ottawa,apartment,2,2000,"995 North River Road  - Ottawa , ON",K1K 4E6,,2395,Canada
Ottawa,town-house,2,2000,"46 Putman Avenue  - Ottawa , ON",K1M 1E9,,2595,Canada
Ottawa,apartment,1,2000,"211 Granville Street  - Ottawa , ON",K1L 6B3,,1500,Canada
Ottawa,house,4,1900,"2177 Haig Drive  - Ottawa , ON",K1G 2H7,,3250,Canada
Ottawa,apartment,1,700,"73 William Street  - Ottawa , ON",K1N 1K1,,1950,Canada
Ottawa,apartment,1,1227,"11 Geneva Street  - Ottawa , ON",K1Y 0B8,,1800,Canada
Ottawa,apartment,1,823,"457 Booth Street  - Ottawa , ON",K1R 7K7,,1400,Canada
Ottawa,condo,2,2842,"195 Besserer Street  - Ottawa , ON",K1N 7M7,,2580,Canada
Ottawa,town-house,3,3500,"1502 Lepage Avenue  - Ottawa , ON",K1Z 8M7,,3500,Canada
Ottawa,condo,1.5,822,"201 Parkdale Avenue  - Ottawa , ON",K1Y 4V8,,2200,Canada
Ottawa,house,3,2500,"190 Richmond Road  - Ottawa , ON",K1Z 6W6,,6000,Canada
Ottawa,house,3,1000,"190 Richmond Road  - Ottawa , ON",K1Z 6W6,,6000,Canada
Ottawa,house,5,2000,"430 Parkdale Avenue  - Ottawa , ON",K1Y 1H3,,4600,Canada
Ottawa,apartment,2.25,840,"122 Russell Avenue  - Ottawa , ON",K1N 6V7,,2875,Canada
Ottawa,house,5,635,"3364 McCarthy Road  - Ottawa , ON",K1V 0X7,,3000,Canada
Ottawa,apartment,3,820,"346 Tweedsmuir Avenue  - Ottawa , ON",K1Z 5N4,,2800,Canada
Ottawa,house,4,1000,"25 Claudet Crescent  - Ottawa , ON",K1G 3W3,,3495,Canada
Ottawa,condo,2,1227,"Lett Street  - Ottawa , ON",K1R 0A7,,3500,Canada
Ottawa,apartment,2,500,"393 Daly Avenue  - Ottawa , ON",K1N 6H3,,2250,Canada
Ottawa,apartment,2,650,"391 Daly Avenue  - Ottawa , ON",K1N 6H3,,2150,Canada
Ottawa,house,4.5,1000,"117 Finn Court  - Ottawa , ON",K1V 6A6,,3500,Canada
Ottawa,apartment,1,2000,"204 Bolton Street  - Ottawa , ON",K1N 5B3,,1700,Canada
Ottawa,condo,2,1200,"470 Laurier Avenue West  - Ottawa , ON",K1R 7Y7,,2450,Canada
Ottawa,apartment,2,1000,"281 Clare Street  - Ottawa , ON",K1Z 7C9,,1900,Canada
Ottawa,apartment,2,1100,"56 Steele Park Private  - Ottawa , ON",K1J 7P6,,2950,Canada
Ottawa,apartment,1.5,700,"126 Second Avenue  - Ottawa , ON",K1S 2H2,,2300,Canada
Ottawa,apartment,1,900,"255 Bay Street  - Ottawa , ON",K1R 0C5,,2200,Canada
Ottawa,house,5,710,"1945 Naskapi Drive  - Ottawa , ON",K1J 8M9,,4000,Canada
Ottawa,house,3,978,"3048 Mannering Court  - Ottawa , ON",K1T 4A8,,2900,Canada
Ottawa,apartment,2,813,"52 Saint Andrew Street  - Ottawa , ON",Postal code not found,,2200,Canada
Ottawa,house,3,622,"Withrow Avenue  - Nepean , ON",K2G 2S5,,4650,Canada
Ottawa,condo,1,900,"560 Rideau Street  - Ottawa , ON",K1N 6A2,,2700,Canada
Ottawa,private-room,0,611,"200 Hopewell Avenue  - Ottawa , ON",K1S 5R2,,649,Canada
Ottawa,condo,1,591,"340 Queen Street  - Ottawa , ON",K1R 0C7,,2200,Canada
Ottawa,apartment,0,705,"331 Catherine Street  - Ottawa , ON",K1R 5T3,,1700,Canada
Ottawa,condo,1.5,596,"135 Springfield Road  - Ottawa , ON",K1M 1C8,,2200,Canada
Ottawa,apartment,3,850,"53 Arthur Street  - Ottawa , ON",K1R 6P9,,2500,Canada
Ottawa,condo,3,600,"221 Clarence Street  - Ottawa , ON",K1N 5T7,,2600,Canada
Ottawa,condo,1,300,"805 Carling Avenue  - Ottawa , ON",K2K 2A1,,2500,Canada
Ottawa,private-room,1,850,"262 Emond Street  - Ottawa , ON",K1L 7S6,,899,Canada
Ottawa,house,3,624,"37 Seneca Street  - Ottawa , ON",K1S 5R2,,3500,Canada
Ottawa,private-room,0.5,1,"2551 Southvale Crescent  - Ottawa , ON",K1B 4L5,,650,Canada
Ottawa,house,3,1000,"78 Norman Street  - Ottawa , ON",K1S 4N6,,3960,Canada
Ottawa,house,7,500,"1371 Kilborn Avenue  - Ottawa , ON",K1H 7T3,,4950,Canada
Ottawa,house,1.5,947,"1055 Somerset Street West  - Ottawa , ON",K1Y 2H4,,1765,Canada
Ottawa,condo,2,,"235 Kent Street  - Ottawa , ON",K2P 2A4,,2650,Canada
Ottawa,apartment,1,,"305 Rideau Street  - Ottawa , ON",K1N 5Y4,,1450,Canada
Ottawa,house,6,,"79 Stewart Street  - Ottawa , ON",K1N 7N1,,850,Canada
Ottawa,multi-unit,3,,"189 Stanley Avenue  - Ottawa , ON",K1M 2J7,,3400,Canada
Ottawa,apartment,1,,"38 Bruyère Street  - Ottawa , ON",K1N 5C8,,2600,Canada
Ottawa,condo,1.5,,"857 Blackcomb Private  - Ottawa , ON",K1G 1A2,,2000,Canada
Ottawa,condo,0,,"530 De Mazenod Avenue  - Ottawa , ON",Postal code not found,,1700,Canada
Ottawa,condo,1,,"195 Besserer Street  - Ottawa , ON",K1N 7M7,,1950,Canada
Ottawa,shared-room,1,,"111 Cooper Street  - Ottawa , ON",K2P 1J2,,835,Canada
Ottawa,apartment,1,,"127 Third Avenue  - Ottawa , ON",K1S 3V8,,2200,Canada
Ottawa,condo,2.5,,"1480 Riverside Drive  - Ottawa , ON",K1G 3P4,,5200,Canada
Ottawa,house,5,,"Withrow Avenue  - Ottawa , ON",K2G 2S5,,3500,Canada
Ottawa,apartment,2,,"177 Cathcart Street  - Ottawa , ON",K1N 5C1,,2300,Canada
Ottawa,apartment,1,,"638 Center Street  - Ottawa , ON",K1K 4S5,,1100,Canada
Ottawa,house,5,,"1220 Prince of Wales Drive  - Ottawa , ON",K2C 1N2,,900,Canada
Ottawa,apartment,2,,"336 Joffre-Bélanger Way  - Ottawa , ON",K1L 5C6,,2200,Canada
Ottawa,multi-unit,1,,"28 Stirling Avenue  - Ottawa , ON",K1Y 1P8,,2350,Canada
Ottawa,apartment,1,,"464 Rue Wilbrod Street  - Ottawa , ON",K1N 6M7,,1800,Canada
Ottawa,house,3,,"103 James Street  - Ottawa , ON",K2P 2A8,,4200,Canada
Ottawa,apartment,3,,"1249 Joyce Crescent  - Ottawa , ON",K2C 0C3,,2500,Canada
Ottawa,house,3.5,,"57 Adeline Street  - Ottawa , ON",K1S 4M1,,2500,Canada
Ottawa,house,3.5,,"59 Adeline Street  - Ottawa , ON",K1S 4M1,,2500,Canada
Ottawa,town-house,2,,"50 Holmwood Avenue  - Ottawa , ON",K1S 5H6,,3300,Canada
Ottawa,apartment,2,,"304 Elmgrove Avenue  - Ottawa , ON",K1Z 5H6,,2650,Canada
Ottawa,apartment,1,,"340 Queen Street  - Ottawa , ON",K1R 0C7,,2200,Canada
Ottawa,condo,1,,"98 Richmond Road  - Ottawa , ON",K1Z 6V7,,2450,Canada
Ottawa,condo,1,,"101 Queen Street  - Ottawa , ON",K1P 1A4,,2500,Canada
Ottawa,house,4,,"44 Byron Avenue  - Ottawa , ON",K1Y 0X4,,9000,Canada
Ottawa,bachelor,1,,"61 Parent Avenue  - Ottawa , ON",K1N 5C8,,1300,Canada
Ottawa,apartment,1,,"305 Rideau Street  - Ottawa , ON",K1N 5Y4,,1890,Canada
Ottawa,town-house,2,,"800 Mikinak Road  - Ottawa , ON",K1K 0S6,,2200,Canada
Ottawa,house,3.5,,"59 Adeline Street  - Ottawa , ON",K1S 4M1,,2500,Canada
Ottawa,house,2.5,,"204 Saint Patrick Street  - Ottawa , ON",K1N 1E7,,2995,Canada
Ottawa,condo,0.5,,"200 Lett Street  - Ottawa , ON",K1R 0A7,,1997,Canada
Ottawa,condo,2.5,,"90 George Street  - Ottawa , ON",K1N 1K1,,3950,Canada
Ottawa,condo,1,,"255 Bay Street  - Ottawa , ON",K1R 0C5,,2350,Canada
Ottawa,apartment,2,,"245 Sunnyside Avenue  - Ottawa , ON",K1S 0R4,,3300,Canada
Ottawa,apartment,2,,"176 Russell Avenue  - Ottawa , ON",K1N 6V7,,2200,Canada
Ottawa,private-room,2,,"698 Bronson Avenue  - Ottawa , ON",K1R 6K2,,1050,Canada
Ottawa,apartment,1,,"111 Champagne Avenue South  - Ottawa , ON",K1S 4P1,,2000,Canada
Ottawa,basement,3,,"1264 Field Street  - Ottawa , ON",K2C 2S2,,2400,Canada
Ottawa,condo,1,,"560 Rideau Street  - Ottawa , ON",K1N 6A2,,1895,Canada
Ottawa,condo,1,,"152 York Street  - Ottawa , ON",K1N 5T9,,2250,Canada
Ottawa,condo,1.5,,"255 Bay Street  - Ottawa , ON",K1R 0C5,,1950,Canada
Ottawa,condo,0.5,,"485 Richmond Road  - Ottawa , ON",K2A 0G2,,1850,Canada
Ottawa,cabin,4,,"1090 Ambleside Drive  - Ottawa , ON",K2B 5E6,,1495,Canada
Ottawa,condo,1.5,,"805 Carling Avenue  - Ottawa , ON",K2K 2A1,,2900,Canada
Ottawa,condo,3,,"1285 Cahill Drive  - Ottawa , ON",K1V 1J6,,2300,Canada
Ottawa,studio,0,,"211 Besserer Street  - Ottawa , ON",K1N 7M7,,1700,Canada
Ottawa,duplex,3,,"Greenboro Crescent  - Ottawa , ON",K1V 7R8,,2900,Canada
Ottawa,house,3,,"229 Augusta Street  - Ottawa , ON",K1N 6K5,,3700,Canada
Ottawa,condo,0,,"560 Rideau Street  - Ottawa , ON",K1N 6A2,,1800,Canada
Ottawa,condo,2,,"1380 Prince of Wales Drive  - Ottawa , ON",K2C 3N5,,2795,Canada
Ottawa,private-room,1,,"173 Henderson Avenue  - Ottawa , ON",K1N 0A6,,750,Canada
Ottawa,apartment,3,,"3 Second Ave  - Ottawa , ON",K1S 2H2,,3150,Canada
Ottawa,private-room,1,,"Featherston Drive  - Ottawa , ON",K1H 6P4,,900,Canada
Ottawa,multi-unit,1,,"24 Champlain Avenue  - Ottawa , ON",K1M 1E9,,800,Canada
Ottawa,studio,0.5,,"280 Laurier Avenue East  - Ottawa , ON",K1N 7Z2,,1800,Canada
Ottawa,condo,1,,"242 Rideau Street  - Ottawa , ON",K1N 0A9,,2000,Canada
Ottawa,apartment,1.5,,"205 Bolton Street  - Ottawa , ON",K1N 5B3,,1995,Canada
Ottawa,house,3,,"168 Bruyère Street  - Ottawa , ON",K1N 5C1,,2150,Canada
Ottawa,apartment,2,,"192 Bronson Avenue  - Ottawa , ON",K1R 6P3,,2450,Canada
Ottawa,apartment,0.5,,"770 Brookfield Road  - Ottawa , ON",K1V 8N5,,1125,Canada
Ottawa,apartment,2.5,,"385 Rue Wilbrod Street  - Ottawa , ON",K1N 6M3,,2495,Canada
Ottawa,private-room,3,,"305 Rideau Street  - Ottawa , ON",K1N 5Y4,,1530,Canada
Ottawa,town-house,4,,"3802 Crowsnest Avenue  - Ottawa , ON",K1V 0P5,,3000,Canada
Ottawa,apartment,2,,"250 Besserer Street  - Ottawa , ON",K1N 5Y5,,2450,Canada
Ottawa,private-room,1,,"1536 Beaverpond Drive  - Gloucester , ON",K1B 3R9,,650,Canada
Ottawa,basement,1,,"Hintonburg Place  - Ottawa , ON",K1R 6K7,,2500,Canada
Ottawa,apartment,1,,"75 Heney Street  - Ottawa , ON",K1N 8Z7,,3000,Canada
Ottawa,private-room,1,,"386 Chapel Street  - Ottawa , ON",K1N 7Z2,,850,Canada
Ottawa,house,3,,"7 TOLCHACO COURT  - Nepean , ON",K2J 6S9,,2450,Canada
Ottawa,town-house,3,,"2245 MARBLE CRESCENT  - Ottawa , ON",K1V 6J3,,2400,Canada
Ottawa,private-room,1,,"386 Chapel Street  - Ottawa , ON",K1N 7Z2,,850,Canada
Ottawa,private-room,6,,"Somerset Street East  - Ottawa , ON",K1N 6V9,,660,Canada
Ottawa,apartment,2,,"202 CUMBERLAND STREET UNIT#4  - Ottawa , ON",K1N 5J3,,2200,Canada
Ottawa,apartment,1,,"770 Brookfield Road  - Ottawa , ON",K1V 8N5,,1200,Canada
Ottawa,condo,1,,"560 Rideau Street  - Ottawa , ON",K1N 6A2,,2100,Canada
Ottawa,apartment,2,,"385 Rue Wilbrod Street  - Ottawa , ON",K1N 6M3,,2495,Canada
Ottawa,apartment,4,,"122 Daly Avenue  - Ottawa , ON",K1N 7K1,,3800,Canada
Ottawa,house,3,,"136 Hamilton Avenue North  - Ottawa , ON",K1Y 1H3,,3400,Canada
Ottawa,apartment,4,,"350 Montgomery Street  - Ottawa , ON",K1N 7W8,,2910,Canada
Ottawa,house,5.5,,"876 Denison Crescent  - Ottawa , ON",K2A 4G7,,4800,Canada
Ottawa,apartment,1,,"256 Rideau Street  - Ottawa , ON",K1N 0A9,,1500,Canada
Ottawa,condo,1,,"575 Byron Avenue  - Ottawa , ON",K2A 0R3,,2000,Canada
Ottawa,private-room,2,,"2045 Carling Avenue  - Ottawa , ON",K2A 1H2,,850,Canada
Ottawa,apartment,2,,"99 Fifth Avenue  - Ottawa , ON",K1S 2L1,,2734,Canada
Ottawa,condo,1,,"242 Rideau Street  - Ottawa , ON",K1N 0A9,,2050,Canada
Ottawa,private-room,3,,"Hime Crescent  - Ottawa , ON",K1G 5N6,,1300,Canada
Ottawa,loft,2,,"1225 Saint Paul Avenue  - Ottawa , ON",Postal code not found,,2100,Canada
